id,publication_id,person_id,institution_id,institution_name,country_code,institution_type,raw_affiliation,latitude,longitude
1,W2108598243,A5101542158,I20089843,Princeton University,US,education,,,
2,W2108598243,A5101542158,,,,,"Department of Computer Science, Princeton University, USA",,
3,W2108598243,A5101542158,,,,,"Department of Computer Science, Princeton University, Princeton , NJ, USA",,
4,W2108598243,A5086692495,I20089843,Princeton University,US,education,,,
5,W2108598243,A5086692495,,,,,"Department of Computer Science, Princeton University, USA",,
6,W2108598243,A5086692495,,,,,"Department of Computer Science, Princeton University, Princeton , NJ, USA",,
7,W2108598243,A5059955534,I20089843,Princeton University,US,education,,,
8,W2108598243,A5059955534,,,,,"Department of Computer Science, Princeton University, USA",,
9,W2108598243,A5059955534,,,,,"Department of Computer Science, Princeton University, Princeton , NJ, USA",,
10,W2108598243,A5009049500,I20089843,Princeton University,US,education,,,
11,W2108598243,A5009049500,,,,,"Department of Computer Science, Princeton University, USA",,
12,W2108598243,A5009049500,,,,,"Department of Computer Science, Princeton University, Princeton , NJ, USA",,
13,W2108598243,A5100399972,I20089843,Princeton University,US,education,,,
14,W2108598243,A5100399972,,,,,"Department of Computer Science, Princeton University, USA",,
15,W2108598243,A5100399972,,,,,"Department of Computer Science, Princeton University, Princeton , NJ, USA",,
16,W2108598243,A5100450462,I20089843,Princeton University,US,education,,,
17,W2108598243,A5100450462,,,,,"Department of Computer Science, Princeton University, USA",,
18,W2108598243,A5100450462,,,,,"Department of Computer Science, Princeton University, Princeton , NJ, USA",,
19,W3138516171,A5100349451,I126520041,University of Science and Technology of China,CN,education,,,
20,W3138516171,A5100349451,I4210113369,Microsoft Research Asia (China),CN,company,,,
21,W3138516171,A5100349451,,,,,Microsoft Research Asia,,
22,W3138516171,A5100349451,,,,,University of Science and Technology of China,,
23,W3138516171,A5102798361,I4210113369,Microsoft Research Asia (China),CN,company,,,
24,W3138516171,A5102798361,I87445476,Xi'an Jiaotong University,CN,education,,,
25,W3138516171,A5102798361,,,,,Microsoft Research Asia,,
26,W3138516171,A5102798361,,,,,Xian Jiaotong University,,
27,W3138516171,A5101593662,I4210113369,Microsoft Research Asia (China),CN,company,,,
28,W3138516171,A5101593662,,,,,Microsoft Research Asia,,
29,W3138516171,A5101976576,I4210113369,Microsoft Research Asia (China),CN,company,,,
30,W3138516171,A5101976576,,,,,Microsoft Research Asia,,
31,W3138516171,A5009248953,I4210113369,Microsoft Research Asia (China),CN,company,,,
32,W3138516171,A5009248953,I99065089,Tsinghua University,CN,education,,,
33,W3138516171,A5009248953,,,,,Microsoft Research Asia,,
34,W3138516171,A5009248953,,,,,Tsinghua University,,
35,W3138516171,A5100459168,I4210113369,Microsoft Research Asia (China),CN,company,,,
36,W3138516171,A5100459168,,,,,Microsoft Research Asia,,
37,W3138516171,A5025114648,I4210113369,Microsoft Research Asia (China),CN,company,,,
38,W3138516171,A5025114648,,,,,Microsoft Research Asia,,
39,W3138516171,A5101666011,I4210113369,Microsoft Research Asia (China),CN,company,,,
40,W3138516171,A5101666011,,,,,Microsoft Research Asia,,
41,W2167928095,A5045613469,I86519309,The University of Texas at Austin,US,education,,,
42,W2167928095,A5045613469,I97018004,Stanford University,US,education,,,
43,W2167928095,A5045613469,,,,,Stanford University,,
44,W2167928095,A5045613469,,,,,Stanford UniversityUniversity of Texas at Austin,,
45,W2167928095,A5012295433,I97018004,Stanford University,US,education,,,
46,W2167928095,A5012295433,I86519309,The University of Texas at Austin,US,education,,,
47,W2167928095,A5012295433,,,,,University of Texas at Austin,,
48,W2167928095,A5012295433,,,,,Stanford UniversityUniversity of Texas at Austin,,
49,W2141951329,A5045613469,I97018004,Stanford University,US,education,,,
50,W2141951329,A5045613469,,,,,"Kathleen M. Eisenhardt (Ph.D., Stanford University) is Assistant Professor at Stanford University. Correspondence can be sent to her at the Department of Industrial Engineering and Engineering Management, 346 Terman Building, Stanford University, Stanford, California, 94305",,
51,W2133990480,A5056507889,,,,,"Pentaho Corporation, Orlando, FL",,
52,W2133990480,A5059992863,I52179390,University of Waikato,NZ,education,,,
53,W2133990480,A5059992863,,,,,"University of Waikato, Hamilton, New Zealand",,
54,W2133990480,A5059992863,,,,,"University Of Waikato, Hamilton, New Zealand",,
55,W2133990480,A5063502807,I52179390,University of Waikato,NZ,education,,,
56,W2133990480,A5063502807,,,,,"University of Waikato, Hamilton, New Zealand",,
57,W2133990480,A5063502807,,,,,"University Of Waikato, Hamilton, New Zealand",,
58,W2133990480,A5087785022,I52179390,University of Waikato,NZ,education,,,
59,W2133990480,A5087785022,,,,,"University of Waikato, Hamilton, New Zealand",,
60,W2133990480,A5087785022,,,,,"University Of Waikato, Hamilton, New Zealand",,
61,W2133990480,A5065535374,I52179390,University of Waikato,NZ,education,,,
62,W2133990480,A5065535374,,,,,"University of Waikato, Hamilton, New Zealand",,
63,W2133990480,A5065535374,,,,,"University Of Waikato, Hamilton, New Zealand",,
64,W2133990480,A5045934263,I52179390,University of Waikato,NZ,education,,,
65,W2133990480,A5045934263,,,,,"University of Waikato, Hamilton, New Zealand",,
66,W2133990480,A5045934263,,,,,"University Of Waikato, Hamilton, New Zealand",,
67,W2764347725,A5040957761,,,,,,,
68,W2153635508,A5103432521,I16733864,National Taiwan University,TW,education,,,
69,W2153635508,A5103432521,,,,,"National Taiwan University, Taipei, Taiwan",,
70,W2153635508,A5068223640,I16733864,National Taiwan University,TW,education,,,
71,W2153635508,A5068223640,,,,,"National Taiwan University, Taipei, Taiwan",,
72,W2132454074,A5042885999,I74656192,University of Göttingen,DE,education,,,
73,W2132454074,A5042885999,,,,,"Department of Structural Chemistry, Georg-August Universität Göttingen, Tammannstrasse 4, Göttingen, 37077, Germany",,
74,W2131350133,A5042885999,I74656192,University of Göttingen,DE,education,,,
75,W2131350133,A5042885999,,,,,"Department of Structural Chemistry, University of Goettingen, Tammannstrasse 4, D-37077 Goettingen, Germany. gsheldr@shelx.uni-ac.gwdg.de",,
76,W2131350133,A5042885999,,,,,"Department of Structural Chemistry, University of Goettingen, Tammannstrasse 4, D‐37077 Goettingen, Germany",,
77,W1969360633,A5042885999,I74656192,University of Göttingen,DE,education,,,
78,W1969360633,A5042885999,,,,,"Department of Structural Chemistry, Georg-August Universität Göttingen, Tammannstraße 4, Göttingen 37077, Germany",,
79,W2180229411,A5027915011,I4210133661,La Jolla Bioengineering Institute,US,nonprofit,,,
80,W2180229411,A5027915011,I148283060,Lawrence Berkeley National Laboratory,US,facility,,,
81,W2180229411,A5027915011,I95457486,"University of California, Berkeley",US,education,,,
82,W2180229411,A5027915011,,,,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA. pdadams@lbl.gov",,
83,W2180229411,A5027915011,,,,,"Department of Bioengineering, UC Berkeley, CA 94720, USA",,
84,W2180229411,A5027915011,,,,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA",,
85,W2180229411,A5027485418,I148283060,Lawrence Berkeley National Laboratory,US,facility,,,
86,W2180229411,A5027485418,,,,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA",,
87,W2180229411,A5032792168,I241749,University of Cambridge,GB,education,,,
88,W2180229411,A5032792168,I87048295,Wellcome Trust,GB,funder,,,
89,W2180229411,A5032792168,,,,,"Department of Haematology, University of Cambridge, Cambridge Institute for Medical Research, Wellcome Trust/MRC Building, Cambridge CB2 0XY, England",,
90,W2180229411,A5019366254,I4210153043,Duke University Hospital,US,healthcare,,,
91,W2180229411,A5019366254,I4210126298,Duke Medical Center,US,healthcare,,,
92,W2180229411,A5019366254,,,,,"Department of Biochemistry, Duke University Medical Center, Durham, NC 27710, USA",,
93,W2180229411,A5061053575,I4210153043,Duke University Hospital,US,healthcare,,,
94,W2180229411,A5061053575,I4210126298,Duke Medical Center,US,healthcare,,,
95,W2180229411,A5061053575,,,,,"Department of Biochemistry, Duke University Medical Center, Durham, NC 27710, USA",,
96,W2180229411,A5112138120,I148283060,Lawrence Berkeley National Laboratory,US,facility,,,
97,W2180229411,A5112138120,,,,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA",,
98,W2180229411,A5027195057,I4210153043,Duke University Hospital,US,healthcare,,,
99,W2180229411,A5027195057,I4210126298,Duke Medical Center,US,healthcare,,,
100,W2180229411,A5027195057,,,,,"Department of Biochemistry, Duke University Medical Center, Durham, NC 27710, USA",,
101,W2180229411,A5023778323,I1343871089,Los Alamos National Laboratory,US,facility,,,
102,W2180229411,A5023778323,,,,,"Los Alamos National Laboratory, Los Alamos, NM 87545, USA",,
103,W2180229411,A5069575711,I4210126298,Duke Medical Center,US,healthcare,,,
104,W2180229411,A5069575711,I4210153043,Duke University Hospital,US,healthcare,,,
105,W2180229411,A5069575711,,,,,"Department of Biochemistry, Duke University Medical Center, Durham, NC 27710, USA",,
106,W2180229411,A5110342059,I148283060,Lawrence Berkeley National Laboratory,US,facility,,,
107,W2180229411,A5110342059,,,,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA",,
108,W2180229411,A5103453342,I87048295,Wellcome Trust,GB,funder,,,
109,W2180229411,A5103453342,I241749,University of Cambridge,GB,education,,,
110,W2180229411,A5103453342,,,,,"Department of Haematology, University of Cambridge, Cambridge Institute for Medical Research, Wellcome Trust/MRC Building, Cambridge CB2 0XY, England",,
111,W2180229411,A5084490031,I148283060,Lawrence Berkeley National Laboratory,US,facility,,,
112,W2180229411,A5084490031,,,,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA",,
113,W2180229411,A5019087806,I87048295,Wellcome Trust,GB,funder,,,
114,W2180229411,A5019087806,I241749,University of Cambridge,GB,education,,,
115,W2180229411,A5019087806,,,,,"Department of Haematology, University of Cambridge, Cambridge Institute for Medical Research, Wellcome Trust/MRC Building, Cambridge CB2 0XY, England",,
116,W2180229411,A5068323278,I241749,University of Cambridge,GB,education,,,
117,W2180229411,A5068323278,I87048295,Wellcome Trust,GB,funder,,,
118,W2180229411,A5068323278,,,,,"Department of Haematology, University of Cambridge, Cambridge Institute for Medical Research, Wellcome Trust/MRC Building, Cambridge CB2 0XY, England",,
119,W2180229411,A5035236781,I4210126298,Duke Medical Center,US,healthcare,,,
120,W2180229411,A5035236781,I4210153043,Duke University Hospital,US,healthcare,,,
121,W2180229411,A5035236781,,,,,"Department of Biochemistry, Duke University Medical Center, Durham, NC 27710, USA",,
122,W2180229411,A5046412779,I4210153043,Duke University Hospital,US,healthcare,,,
123,W2180229411,A5046412779,I4210126298,Duke Medical Center,US,healthcare,,,
124,W2180229411,A5046412779,,,,,"Department of Biochemistry, Duke University Medical Center, Durham, NC 27710, USA",,
125,W2180229411,A5090015351,I1343871089,Los Alamos National Laboratory,US,facility,,,
126,W2180229411,A5090015351,,,,,"Los Alamos National Laboratory, Los Alamos, NM 87545, USA",,
127,W2180229411,A5081770773,I148283060,Lawrence Berkeley National Laboratory,US,facility,,,
128,W2180229411,A5081770773,,,,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA",,
129,W4248872320,A5013181401,I4210087042,Max Planck Institute for Medical Research,DE,facility,,,
130,W4248872320,A5013181401,,,,,"Max-Planck-Institut für Medizinische Forschung, Abteilung Biophysik, Jahnstrasse 29, 69120 Heidelberg, Germany. wolfgang.kabsch@mpimf-heidelberg.mpg.de",,
131,W4248872320,A5013181401,,,,,"Max-Planck-Institut für Medizinische Forschung, Abteilung Biophysik, Jahnstrasse 29, 69120 Heidelberg, Germany",,
132,W2124026197,A5071138931,I40120149,University of Oxford,GB,education,,,
133,W2124026197,A5071138931,,,,,"Department of Biochemistry, University of Oxford, South Parks Road, Oxford OX1 3QU, England. paul.emsley@bioch.ox.ac.uk",,
134,W2124026197,A5071138931,,,,,Department of Biochemistry University of Oxford South Parks Road Oxford OX1 3QU England,,
135,W2124026197,A5073942998,I28166907,Karolinska Institutet,SE,education,,,
136,W2124026197,A5073942998,,,,,"Department of Medical Biochemistry and Biophysics, Karolinska Institute, SE-171 77 Stockholm, Sweden",,
137,W2124026197,A5063283743,I185103710,"University of California, Santa Cruz",US,education,,,
138,W2124026197,A5063283743,,,,,"Department of Chemistry, University of California, 1156 High Street, Santa Cruz, CA 95064, USA",,
139,W2124026197,A5018808577,I52099693,University of York,GB,education,,,
140,W2124026197,A5018808577,,,,,"Department of Chemistry, University of York, Heslington, York YO10 5DD, England",,
141,W2124026197,A5018808577,,,,,"Department of Chemistry, University of York, Heslington, YORK, YO10 5DD, England",,
142,W2144081223,A5071138931,I52099693,University of York,GB,education,,,
143,W2144081223,A5071138931,,,,,"York Structural Biology Laboratory, University of York, Heslington, York YO10 5YW, England",,
144,W2144081223,A5018808577,I52099693,University of York,GB,education,,,
145,W2144081223,A5018808577,,,,,"York Structural Biology Laboratory, University of York, Heslington, York YO10 5YW, England",,
146,W1995017064,A5056911622,I1344073410,Howard Hughes Medical Institute,US,facility,,,
147,W1995017064,A5056911622,I32971472,Yale University,US,education,,,
148,W1995017064,A5056911622,,,,,"The Howard Hughes Medical Institute, Yale University, New Haven, CT 06511, USA, and Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT 06511, USA. brunger@laplace.csb.yale.edu",,
149,W1995017064,A5056911622,,,,,"The Howard Hughes Medical Institute, Yale University, New Haven, CT 06511, USA",,
150,W1995017064,A5056911622,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT 06511, USA",,
151,W1995017064,A5027915011,I32971472,Yale University,US,education,,,
152,W1995017064,A5027915011,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT 06511, USA",,
153,W1995017064,A5027915011,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT, 06511, USA",,
154,W1995017064,A5024727980,I1299303238,National Institutes of Health,US,government,,,
155,W1995017064,A5024727980,I4210090567,National Institute of Diabetes and Digestive and Kidney Diseases,US,facility,,,
156,W1995017064,A5024727980,,,,,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD 20892-0520, USA",,
157,W1995017064,A5024727980,,,,,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases National Institutes of Health Bethesda, MD 20892-0520 USA",,
158,W1995017064,A5090802246,I180670191,"University of California, San Francisco",US,education,,,
159,W1995017064,A5090802246,,,,,"Graduate Group in Biophysics, Box 0448, University of California, San Francisco, CA 94143, USA",,
160,W1995017064,A5045574506,I193662353,Utrecht University,NL,education,,,
161,W1995017064,A5045574506,,,,,"Crystal and Structural Chemistry, Bijvoet Center for Biomolecular Research, Utrecht University, Padualaan 8, 3584 CH Utrecht, The Netherlands",,
162,W1995017064,A5045574506,,,,,Crystal and Structural Chemistry; Bijvoet Center for Biomolecular Research; Utrecht University; Padualaan 8 3584 CH Utrecht The Netherlands,,
163,W1995017064,A5110342059,I32971472,Yale University,US,education,,,
164,W1995017064,A5110342059,I1344073410,Howard Hughes Medical Institute,US,facility,,,
165,W1995017064,A5110342059,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT 06511, USA",,
166,W1995017064,A5110342059,,,,,"The Howard Hughes Medical Institute, Yale University, New Haven, CT 06511, USA",,
167,W1995017064,A5011813946,I200870766,Brookhaven National Laboratory,US,facility,,,
168,W1995017064,A5011813946,,,,,"Protein Data Bank, Biology Department, Brookhaven National Laboratory, Upton, NY 11973-5000, USA",,
169,W1995017064,A5011813946,,,,,"Protein Data Bank, Biology Department, Brookhaven National Laboratory, Upton, NY 11973‐5000, USA",,
170,W1995017064,A5046828897,I4210090567,National Institute of Diabetes and Digestive and Kidney Diseases,US,facility,,,
171,W1995017064,A5046828897,I1299303238,National Institutes of Health,US,government,,,
172,W1995017064,A5046828897,,,,,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD 20892-0520, USA",,
173,W1995017064,A5046828897,,,,,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases National Institutes of Health Bethesda, MD 20892-0520 USA",,
174,W1995017064,A5024276029,I4210153543,European Molecular Biology Laboratory,DE,government,,,
175,W1995017064,A5024276029,,,,,"European Molecular Biology Laboratory, Meyerhofstrasse 1, D-69117 Heidelberg, Germany",,
176,W1995017064,A5042956432,I154425047,University of Alberta,CA,education,,,
177,W1995017064,A5042956432,,,,,"Department of Mathematical Sciences, University of Alberta, Edmonton, Alberta T6G 2G1, Canada",,
178,W1995017064,A5042956432,,,,,"Department of Mathematical Sciences , University of Alberta, Edmonton , Alberta , T6G 2G1 , Canada",,
179,W1995017064,A5068323278,I154425047,University of Alberta,CA,education,,,
180,W1995017064,A5068323278,,,,,"Department of Medical Microbiology and Immunology, University of Alberta, Edmonton, Alberta T6G 2H7, Canada",,
181,W1995017064,A5068323278,,,,,"Department of Medical Microbiology and Immunology, University of Alberta, Edmonton, Alberta T6G 2H7, Canada",,
182,W1995017064,A5056334757,I32971472,Yale University,US,education,,,
183,W1995017064,A5056334757,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT 06511, USA",,
184,W1995017064,A5056334757,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT, 06511, USA",,
185,W1995017064,A5033410644,I4210086872,Institut de génétique et de biologie moléculaire et cellulaire,FR,facility,,,
186,W1995017064,A5033410644,I1294671590,Centre National de la Recherche Scientifique,FR,funder,,,
187,W1995017064,A5033410644,,,,,"Laboratoire de Biologie Structurale (CNRS), IGBMC, 1 rue Laurent Fries, 67404 Illkirch (CU de Strasbourg), France",,
188,W1995017064,A5033410644,,,,,"Laboratoire de Biologie Structurale (CNRS), IGBMC, 1 rue Laurent Fries, 67404 Illkirch (CU de Strasbourg, France",,
189,W1995017064,A5057042667,I32971472,Yale University,US,education,,,
190,W1995017064,A5057042667,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT 06511, USA",,
191,W1995017064,A5057042667,,,,,"Department of Molecular Biophysics and Biochemistry, Yale University, New Haven, CT, 06511, USA",,
192,W2366536035,A5021122229,I4210087915,Massachusetts General Hospital,US,healthcare,,,
193,W2366536035,A5021122229,,,,,"Department of Pathology, Massachusetts General Hospital, Harvard Medical School, WRN225, 55 Fruit Street, Boston, MA, 02114, USA. dlouis@mgh.harvard.edu",,
194,W2366536035,A5021122229,,,,,Massachusetts General Hospital [Boston],,
195,W2366536035,A5052983963,I180670191,"University of California, San Francisco",US,education,,,
196,W2366536035,A5052983963,,,,,"Department of Pathology, University of California San Francisco, San Francisco, CA, USA",,
197,W2366536035,A5052983963,,,,,University of California [San Francisco],,
198,W2366536035,A5014129073,I17937529,German Cancer Research Center,DE,facility,,,
199,W2366536035,A5014129073,I44260953,Heinrich Heine University Düsseldorf,DE,education,,,
200,W2366536035,A5014129073,I4391767962,Deutschen Konsortium für Translationale Krebsforschung,DE,facility,,,
201,W2366536035,A5014129073,,,,,"Department of Neuropathology, Heinrich Heine University, Duesseldorf, Germany",,
202,W2366536035,A5014129073,,,,,"German Cancer Consortium (DKTK), Partner Site Essen/Duesseldorf, Germany",,
203,W2366536035,A5014129073,,,,,Heinrich Heine Universität Düsseldorf = Heinrich Heine University [Düsseldorf],,
204,W2366536035,A5014129073,,,,,"German Cancer Consortium (DKTK) Core Center  Heidelberg, Heidelberg, Germany",,
205,W2366536035,A5052657395,I17937529,German Cancer Research Center,DE,facility,,,
206,W2366536035,A5052657395,I4391767962,Deutschen Konsortium für Translationale Krebsforschung,DE,facility,,,
207,W2366536035,A5052657395,I223822909,Heidelberg University,DE,education,,,
208,W2366536035,A5052657395,,,,,"Department of Neuropathology, Institute of Pathology, Ruprecht-Karls-University, Heidelberg, Germany",,
209,W2366536035,A5052657395,,,,,"German Cancer Consortium (DKTK), Partner Site Essen/Duesseldorf, Germany",,
210,W2366536035,A5052657395,,,,,"German Cancer Consortium (DKTK) Core Center  Heidelberg, Heidelberg, Germany",,
211,W2366536035,A5052657395,,,,,"Department of Neuropathology, Institute of Pathology,  Ruprecht-Karls-University, Heidelberg, Germany",,
212,W2366536035,A5111547791,I21491767,Aix-Marseille Université,FR,education,,,
213,W2366536035,A5111547791,I4210138220,Institut de Neurosciences de la Timone,FR,facility,,,
214,W2366536035,A5111547791,,,,,"Department of Pathology and Neuropathology, La Timone Hospital, Aix Marseille University, Marseille, France",,
215,W2366536035,A5111547791,,,,,Institut de Neurosciences de la Timone,,
216,W2366536035,A5072507966,I196064397,Ludwig Cancer Research,BE,nonprofit,,,
217,W2366536035,A5072507966,I4210150094,Ludwig Cancer Research,US,nonprofit,,,
218,W2366536035,A5072507966,,,,,"Ludwig Institute for Cancer Research, University of California San Diego, San Diego, CA, USA",,
219,W2366536035,A5072507966,,,,,Ludwig Institute for Cancer Research,,
220,W2366536035,A5103530823,I42237331,Centre international de recherche sur le cancer,FR,government,,,
221,W2366536035,A5103530823,,,,,"International Agency for Research on Cancer (IARC), Lyon, France",,
222,W2366536035,A5103530823,,,,,Centre International de Recherche contre le Cancer - International Agency for Research on Cancer,,
223,W2366536035,A5111874068,I223822909,Heidelberg University,DE,education,,,
224,W2366536035,A5111874068,I17937529,German Cancer Research Center,DE,facility,,,
225,W2366536035,A5111874068,,,,,"German Cancer Research Center (DKFZ), Heidelberg, Germany",,
226,W2366536035,A5111874068,,,,,German Cancer Research Center - Deutsches Krebsforschungszentrum [Heidelberg],,
227,W2366536035,A5017135203,I202697423,University of Zurich,CH,education,,,
228,W2366536035,A5017135203,,,,,"Medical Faculty, University of Zurich, Zurich, Switzerland",,
229,W2366536035,A5017135203,,,,,medical faculty university of zurich,,
230,W2366536035,A5071632296,I1313298211,St. Jude Children's Research Hospital,US,healthcare,,,
231,W2366536035,A5071632296,,,,,"Department of Pathology, St. Jude Children's Research Hospital, Memphis, TN, USA",,
232,W2366536035,A5071632296,,,,,St Jude Children's Research Hospital,,
233,W2052742260,A5016965073,,,,,"Zentrum der Morphologie, Frankfurt/Main, Federal Republic of Germany",,
234,W2052742260,A5109411364,I144094060,MorphoSys (Germany),DE,company,,,
